id,datetime,route_name,direction,destination,line_name,description
5064359,2026-04-10 18:25:00+02,60,"",Gedling,60,Nottingham - Gedling
5077887,2026-04-10 19:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
5090953,2026-04-10 19:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5193512,2026-04-11 07:14:00+02,60,"",Nottingham,60,Nottingham - Gedling
5197663,2026-04-11 07:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5206047,2026-04-11 08:12:00+02,60,"",Nottingham,60,Nottingham - Gedling
5214055,2026-04-11 08:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5224891,2026-04-11 09:11:00+02,60,"",Nottingham,60,Nottingham - Gedling
5235498,2026-04-11 09:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5247818,2026-04-11 10:11:00+02,60,"",Nottingham,60,Nottingham - Gedling
5260559,2026-04-11 10:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5275791,2026-04-11 11:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
5291152,2026-04-11 11:55:00+02,60,"",Gedling,60,Nottingham - Gedling
5306247,2026-04-11 12:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
5320794,2026-04-11 13:05:00+02,60,"",Gedling,60,Nottingham - Gedling
5332639,2026-04-11 13:43:00+02,60,"",Nottingham,60,Nottingham - Gedling
5350161,2026-04-11 14:15:00+02,60,"",Gedling,60,Nottingham - Gedling
5368897,2026-04-11 14:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
5380518,2026-04-11 15:25:00+02,60,"",Gedling,60,Nottingham - Gedling
5391478,2026-04-11 16:03:00+02,60,"",Nottingham,60,Nottingham - Gedling
5408086,2026-04-11 16:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5421818,2026-04-11 17:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
5438347,2026-04-11 17:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5451630,2026-04-11 18:28:00+02,60,"",Nottingham,60,Nottingham - Gedling
5467847,2026-04-11 19:00:00+02,60,"",Gedling,60,Nottingham - Gedling
5571066,2026-04-12 07:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
5573507,2026-04-12 07:32:00+02,60,"",Gedling,60,Nottingham - Gedling
5577204,2026-04-12 08:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
5580771,2026-04-12 08:32:00+02,60,"",Gedling,60,Nottingham - Gedling
5585942,2026-04-12 09:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
5590399,2026-04-12 09:32:00+02,60,"",Gedling,60,Nottingham - Gedling
5596817,2026-04-12 10:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
5603246,2026-04-12 10:30:00+02,60,"",Gedling,60,Nottingham - Gedling
5614004,2026-04-12 11:06:00+02,60,"",Nottingham,60,Nottingham - Gedling
5620056,2026-04-12 11:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5628757,2026-04-12 12:06:00+02,60,"",Nottingham,60,Nottingham - Gedling
5635725,2026-04-12 12:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5644233,2026-04-12 13:06:00+02,60,"",Nottingham,60,Nottingham - Gedling
5650455,2026-04-12 13:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5658295,2026-04-12 14:06:00+02,60,"",Nottingham,60,Nottingham - Gedling
5666303,2026-04-12 14:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5674651,2026-04-12 15:06:00+02,60,"",Nottingham,60,Nottingham - Gedling
5681225,2026-04-12 15:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5687480,2026-04-12 16:06:00+02,60,"",Nottingham,60,Nottingham - Gedling
5695048,2026-04-12 16:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5702659,2026-04-12 17:06:00+02,60,"",Nottingham,60,Nottingham - Gedling
5710636,2026-04-12 17:35:00+02,60,"",Gedling,60,Nottingham - Gedling
5722131,2026-04-12 18:16:00+02,60,"",Nottingham,60,Nottingham - Gedling
5727937,2026-04-12 18:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5735681,2026-04-12 19:16:00+02,60,"",Nottingham,60,Nottingham - Gedling
5741007,2026-04-12 19:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5746637,2026-04-12 20:16:00+02,60,"",Nottingham,60,Nottingham - Gedling
5752940,2026-04-12 20:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5759110,2026-04-12 21:16:00+02,60,"",Nottingham,60,Nottingham - Gedling
5763479,2026-04-12 21:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5770189,2026-04-12 22:16:00+02,60,"",Nottingham,60,Nottingham - Gedling
5774356,2026-04-12 22:45:00+02,60,"",Gedling,60,Nottingham - Gedling
5841130,2026-04-13 07:51:00+02,60,"",Nottingham,60,Nottingham - Gedling
5852108,2026-04-13 08:28:00+02,60,"",Gedling,60,Nottingham - Gedling
5874225,2026-04-13 09:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
5885411,2026-04-13 09:38:00+02,60,"",Gedling,60,Nottingham - Gedling
5905528,2026-04-13 10:13:00+02,60,"",Nottingham,60,Nottingham - Gedling
5917033,2026-04-13 10:45:00+02,60,outbound,Gedling,60,Nottingham - Gedling
5931479,2026-04-13 11:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
5948108,2026-04-13 11:55:00+02,60,"",Gedling,60,Nottingham - Gedling
5965021,2026-04-13 12:33:00+02,60,"",Nottingham,60,Nottingham - Gedling
5978924,2026-04-13 13:05:00+02,60,"",Gedling,60,Nottingham - Gedling
5998717,2026-04-13 13:43:00+02,60,"",Nottingham,60,Nottingham - Gedling
6010829,2026-04-13 14:15:00+02,60,"",Gedling,60,Nottingham - Gedling
6029955,2026-04-13 14:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
6043195,2026-04-13 15:25:00+02,60,"",Gedling,60,Nottingham - Gedling
6060477,2026-04-13 16:01:00+02,60,"",Nottingham,60,Nottingham - Gedling
6074860,2026-04-13 16:35:00+02,60,"",Gedling,60,Nottingham - Gedling
6089377,2026-04-13 17:12:00+02,60,"",Nottingham,60,Nottingham - Gedling
6104731,2026-04-13 17:45:00+02,60,"",Gedling,60,Nottingham - Gedling
6120792,2026-04-13 18:23:00+02,60,"",Nottingham,60,Nottingham - Gedling
6133720,2026-04-13 18:55:00+02,60,"",Gedling,60,Nottingham - Gedling
6246457,2026-04-14 06:31:00+02,60,"",Nottingham,60,Nottingham - Gedling
6252266,2026-04-14 07:02:00+02,60,"",Gedling,60,Nottingham - Gedling
6263433,2026-04-14 07:29:00+02,60,"",Nottingham,60,Nottingham - Gedling
6273649,2026-04-14 08:00:00+02,60,"",Gedling,60,Nottingham - Gedling
6288915,2026-04-14 08:31:00+02,60,"",Nottingham,60,Nottingham - Gedling
6302754,2026-04-14 09:08:00+02,60,"",Gedling,60,Nottingham - Gedling
6317550,2026-04-14 09:42:00+02,60,"",Nottingham,60,Nottingham - Gedling
6337909,2026-04-14 10:16:00+02,60,"",Gedling,60,Nottingham - Gedling
6347899,2026-04-14 10:53:00+02,60,"",Nottingham,60,Nottingham - Gedling
